item_id	level	deck_id	source_position	kanji	onyomi	kunyomi	hanviet	meaning	examples	memo	related_words	tags	status
N4-KANJI-0148	N4	n4_kanji_core	148	声	ショウ, セイ	こえ, こわ-	THANH	giọng, tiếng	声（giọng nói）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	声|こえ|giọng nói	kanji,n4,image-15-28	ready
N4-KANJI-0149	N4	n4_kanji_core	149	料	リョウ		LIỆU	phí, nguyên liệu	料理（món ăn）; 資料（tài liệu, tư liệu）; 給料（tiền lương）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	料理|りょうり|món ăn\n資料|しりょう|tài liệu, tư liệu\n給料|きゅうりょう|tiền lương	kanji,n4,image-15-28	ready
N4-KANJI-0150	N4	n4_kanji_core	150	奥	オウ	おく, おく.まる, くま	ÁO	bên trong	奥さん（vợ người khác）; 奥様（vợ (cách gọi vợ của người khác một cách lịch sự, tôn kính)）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	奥さん|おくさん|vợ người khác\n奥様|おくさま|vợ (cách gọi vợ của người khác một cách lịch sự, tôn kính)	kanji,n4,image-15-28	ready
N4-KANJI-0151	N4	n4_kanji_core	151	正	ショウ, セイ	ただ.しい, ただ.す, まさ, まさ.に	CHÍNH	đúng	正しい（chính xác, đúng）; お正月（Tết）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	正しい|ただしい|chính xác, đúng\nお正月|おしょうがつ|Tết	kanji,n4,image-15-28	ready
N4-KANJI-0152	N4	n4_kanji_core	152	政	ショウ, セイ	まつりごと, まん	CHÍNH	chính trị	政治（chính trị）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	政治|せいじ|chính trị	kanji,n4,image-15-28	ready
N4-KANJI-0153	N4	n4_kanji_core	153	形	ギョウ, ケイ	-がた, かた, かたち, なり	HÌNH	hình dạng	形（hình dáng）; 人形（búp bê）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	形|かたち|hình dáng\n人形|にんぎょう|búp bê	kanji,n4,image-15-28	ready
N4-KANJI-0154	N4	n4_kanji_core	154	髪	ハツ	かみ	PHÁT	tóc	髪（tóc）; 髪型（kiểu tóc）; 前髪（tóc mái）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	髪|かみ|tóc\n髪型|かみがた|kiểu tóc\n前髪|まえがみ|tóc mái	kanji,n4,image-15-28	ready
N4-KANJI-0155	N4	n4_kanji_core	155	里	リ	さと	LÝ	làng, dặm	万理の長城（Vạn Lý Trường Thành）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	万理の長城|ばんりのちょうじょう|Vạn Lý Trường Thành	kanji,n4,image-15-28	ready
N4-KANJI-0156	N4	n4_kanji_core	156	理	リ	ことわり	LÝ	lý, lẽ	料理（món ăn）; 無理な（vô lý; quá sức, không thể）; 理由（lí do）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	料理|りょうり|món ăn\n無理な|むりな|vô lý; quá sức, không thể\n理由|りゆう|lí do	kanji,n4,image-15-28	ready
N4-KANJI-0157	N4	n4_kanji_core	157	黒	コク	くろ, くろ.い, くろ.ずむ	HẮC	đen	黒い（đen）; 黒（màu đen）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	黒い|くろい|đen\n黒|くろ|màu đen	kanji,n4,image-15-28	ready
N4-KANJI-0158	N4	n4_kanji_core	158	野	ショ, ヤ	の, の-	DÃ	đồng, hoang	野菜（rau, rau xanh）; 野球（bóng chày）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	野菜|やさい|rau, rau xanh\n野球|やきゅう|bóng chày	kanji,n4,image-15-28	ready
N4-KANJI-0159	N4	n4_kanji_core	159	青	ショウ, セイ	あお, あお-, あお.い	THANH	xanh, xanh lam	青い（xanh dương）; 青（màu xanh dương）; 青信号（đèn xanh (đèn giao thông)）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	青い|あおい|xanh dương\n青|あお|màu xanh dương\n青信号|あおしんごう|đèn xanh (đèn giao thông)	kanji,n4,image-15-28	ready
N4-KANJI-0160	N4	n4_kanji_core	160	育	イク	そだ.つ, そだ.て.る	DỤC	nuôi nấng, dạy dỗ	育てる（nuôi nấng, nuôi dưỡng (dùng cho cả người, động thực vật)）; 体育館（phòng thể chất）; 教育（giáo dục）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	育てる|そだてる|nuôi nấng, nuôi dưỡng (dùng cho cả người, động thực vật)\n体育館|たいいくかん|phòng thể chất\n教育|きょういく|giáo dục	kanji,n4,image-15-28	ready
N4-KANJI-0161	N4	n4_kanji_core	161	晴	セイ	-ば.れ, は.らす, は.れ, は.れ-, は.れる	TÌNH	trời quang	晴れる（(trời) nắng, quang đãng; (tâm trạng) tốt lên）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	晴れる|はれる|(trời) nắng, quang đãng; (tâm trạng) tốt lên	kanji,n4,image-15-28	ready
N4-KANJI-0162	N4	n4_kanji_core	162	静	ジョウ, セイ	しず-, しず.か, しず.まる, しず.める	TĨNH	yên tĩnh	静かな（yên tĩnh, yên lặng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	静かな|しずかな|yên tĩnh, yên lặng	kanji,n4,image-15-28	ready
N4-KANJI-0163	N4	n4_kanji_core	163	連	レン	-づ.れ, つ.れる, つら.なる, つら.ねる	LIÊN	dẫn theo, liên kết	連れる（dẫn）; 連絡する（liên lạc）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	連れる|つれる|dẫn\n連絡する|れんらくする|liên lạc	kanji,n4,image-15-28	ready
N4-KANJI-0164	N4	n4_kanji_core	164	運	ウン	はこ.ぶ	VẬN	vận chuyển, vận may	運ぶ（vận chuyển）; 運転する（lái xe）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	運b|はこぶ|vận chuyển\n運転する|うんてんする|lái xe	kanji,n4,image-15-28	ready
N4-KANJI-0165	N4	n4_kanji_core	165	夏	カ, ガ, ゲ	なつ	HẠ	mùa hè	夏（mùa hè）; 真夏（giữa mùa hè）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	夏|なつ|mùa hè\n真夏|まなつ|giữa mùa hè	kanji,n4,image-15-28	ready
N4-KANJI-0166	N4	n4_kanji_core	166	客	カク, キャク		KHÁCH	khách	お客さん（khách hàng）; お客様（quý khách hàng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	お客さん|おきゃくさん|khách hàng\nお客様|おきゃくさま|quý khách hàng	kanji,n4,image-15-28	ready
N4-KANJI-0167	N4	n4_kanji_core	167	文	ブン, モン	あや, ふみ	VĂN	văn, câu	注文する（gọi món, đặt hàng）; 作文（bài văn）; 文化（văn hóa）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	注文する|ちゅうもんする|gọi món, đặt hàng\n作文|さくぶん|bài văn\n文化|ぶんか|văn hóa	kanji,n4,image-15-28	ready
N4-KANJI-0168	N4	n4_kanji_core	168	済	サイ, セイ	-す.ます, -ず.み, -ずみ, す.ます, す.まない, す.む, すく.う, な.す, わた.る, わたし	TẾ	xong, cứu giúp	経済（kinh tế）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	経済|けいざい|kinh tế	kanji,n4,image-15-28	ready
N4-KANJI-0169	N4	n4_kanji_core	169	点	テン	さ.す, た.てる, つ.く, つ.ける, とぼ.す, とも.す, ぼち	ĐIỂM	điểm	点数（điểm số）; 弱点（nhược điểm, điểm yếu）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	点数|てんすう|điểm số\n弱点|じゃくてん|nhược điểm, điểm yếu	kanji,n4,image-15-28	ready
N4-KANJI-0170	N4	n4_kanji_core	170	店	テン	たな, みせ	ĐIẾM	cửa hàng	店（cửa hàng, cửa tiệm）; 喫茶店（quán giải khát, quán cafe）; 店員（nhân viên cửa hàng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	店|みせ|cửa hàng, cửa tiệm\n喫茶店|きっさてん|quán giải khát, quán cafe\n店員|てんいん|nhân viên cửa hàng	kanji,n4,image-15-28	ready
N4-KANJI-0171	N4	n4_kanji_core	171	皿	ベイ	さら	MÃNH	đĩa	お皿（cái đĩa）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	お皿|おさら|cái đĩa	kanji,n4,image-15-28	ready
N4-KANJI-0172	N4	n4_kanji_core	172	血	ケツ	ち	HUYẾT	máu	血（máu）; 血圧（huyết áp）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	血|ち|máu\n血圧|けつ圧|huyết áp	kanji,n4,image-15-28	ready
N4-KANJI-0173	N4	n4_kanji_core	173	若	ジャク, ニャク	わか.い	NHƯỢC	trẻ	若い（trẻ, trẻ trung）; 若者（giới trẻ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	若い|わかい|trẻ, trẻ trung\n若者|わかもの|giới trẻ	kanji,n4,image-15-28	ready
N4-KANJI-0174	N4	n4_kanji_core	174	研	ケン	と.ぐ	NGHIÊN	mài, nghiên cứu	研究者（nhà nghiên cứu）; 研究する（nghiên cứu）; 研究室（phòng nghiên cứu）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	研究者|けんきゅうしゃ|nhà nghiên cứu\n研究する|けんきゅうする|nghiên cứu\n研究室|けんきゅうしつ|phòng nghiên cứu	kanji,n4,image-15-28	ready
N4-KANJI-0175	N4	n4_kanji_core	175	作	サ, サク	-づく.り, つく.り, つく.る	TÁC	làm, tạo	作る（làm ra, tạo ra）; 作文（bài văn）; 操作（thao tác, vận hành）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	作る|つくる|làm ra, tạo ra\n作文|さくぶん|bài văn\n操作|そうさ|thao tác, vận hành	kanji,n4,image-15-28	ready
N4-KANJI-0176	N4	n4_kanji_core	176	低	テイ	ひく.い, ひく.まる, ひく.める	ĐÊ	thấp	低い（thấp）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	低い|ひくい|thấp	kanji,n4,image-15-28	ready
N4-KANJI-0177	N4	n4_kanji_core	177	夜	ヤ	よ, よる	DẠ	đêm	夜（tối đêm, đêm muộn）; 今夜（tối nay, đêm nay）; 夜行バス（xe buýt chạy đêm）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	夜|よる|tối đêm, đêm muộn\n今夜|こんや|tối nay, đêm nay\n夜行バス|やこうバス|xe buýt chạy đêm	kanji,n4,image-15-28	ready
N4-KANJI-0178	N4	n4_kanji_core	178	宿	シュク	やど, やど.す, やど.る	TÚC	trọ	宿題（bài tập）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	宿題|しゅくだい|bài tập	kanji,n4,image-15-28	ready
N4-KANJI-0179	N4	n4_kanji_core	179	家	カ, ケ	いえ, うち, や	GIA	nhà	家（nhà）; 家事（việc nhà）; 家族（gia đình）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	家|いえ|nhà\n家事|かじ|việc nhà\n家族|かぞく|gia đình	kanji,n4,image-15-28	ready
N4-KANJI-0180	N4	n4_kanji_core	180	室	シツ	むろ	THẤT	phòng	教室（lớp học）; 会議室（phòng họp）; 和室（phòng kiểu Nhật）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	教室|きょうしつ|lớp học\n会議室|かいぎしつ|phòng họp\n和室|わしつ|phòng kiểu Nhật	kanji,n4,image-15-28	ready
N4-KANJI-0181	N4	n4_kanji_core	181	宅	タク		TRẠCH	nhà	お宅（nhà (kính ngữ chỉ nhà của người khác)）; 自宅（nhà riêng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	お宅|おたく|nhà (kính ngữ chỉ nhà của người khác)\n自宅|じたく|nhà riêng	kanji,n4,image-15-28	ready
N4-KANJI-0182	N4	n4_kanji_core	182	写	シャ, ジャ	うつ-, うつ.し, うつ.す, うつ.る	TẢ	chụp, sao chép	写真（ảnh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	写真|しゃしん|ảnh	kanji,n4,image-15-28	ready
N4-KANJI-0183	N4	n4_kanji_core	183	汚	オ	きたな.い, けが.す, けが.らわしい, けが.れる, よご.す, よご.れる	Ô	bẩn	汚い（bần）; 汚れる（bị bẩn, nhiễm bẩn）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	汚い|きたない|bẩn\n汚れる|よごれる|bị bẩn, nhiễm bẩn	kanji,n4,image-15-28	ready
N4-KANJI-0184	N4	n4_kanji_core	184	活	カツ	い.かす, い.きる, い.ける	HOẠT	sống, hoạt động	生活（sinh hoạt）; 活動（hoạt động）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	生活|せいかつ|sinh hoạt\n活動|かつどう|hoạt động	kanji,n4,image-15-28	ready
N4-KANJI-0185	N4	n4_kanji_core	185	法	ハッ, フラン, ホウ, ホッ	のり	PHÁP	pháp, luật	法律（luật pháp）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	法律|ほうりつ|luật pháp	kanji,n4,image-15-28	ready
N4-KANJI-0186	N4	n4_kanji_core	186	港	コウ	みなと	CẢNG	cảng	港（cảng）; 空港（sân bay）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	港|みなと|cảng\n空港|くうこう|sân bay	kanji,n4,image-15-28	ready
N4-KANJI-0187	N4	n4_kanji_core	187	決	ケツ	-ぎ.め, き.まる, き.める, さ.く	QUYẾT	quyết định	決める（quyết định）; 決まる（quyết, được quyết định）; 決定（quyết định）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	決める|きめる|quyết định\n決まる|きまる|quyết, được quyết định\n決定|けってい|quyết định	kanji,n4,image-15-28	ready
N4-KANJI-0188	N4	n4_kanji_core	188	滑	カツ, コツ	すべ.る, なめ.らか	HOẠT	trượt	滑る（trượt, trơn）; 滑り台（cầu trượt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	滑る|すべる|trượt, trơn\n滑り台|すべりだい|cầu trượt	kanji,n4,image-15-28	ready
N4-KANJI-0189	N4	n4_kanji_core	189	虫	キ, チュウ	むし	TRÙNG	sâu, côn trùng	虫（sâu bọ）; 昆虫（côn trùng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	虫|むし|sâu bọ\n昆虫|こんちゅう|côn trùng	kanji,n4,image-15-28	ready
N4-KANJI-0190	N4	n4_kanji_core	190	強	キョウ, ゴウ	こわ.い, し.いる, つよ.い, つよ.まる, つよ.める	CƯỜNG	mạnh	強い（mạnh mẽ, khỏe）; 勉強する（học）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	強い|つよい|mạnh mẽ, khỏe\n勉強する|べんきょうする|học	kanji,n4,image-15-28	ready
N4-KANJI-0191	N4	n4_kanji_core	191	風	フ, フウ	かざ-, かぜ	PHONG	gió, phong cách	風（gió）; 台風（bão）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	風|かぜ|gió\n台風|たいふう|bão	kanji,n4,image-15-28	ready
N4-KANJI-0192	N4	n4_kanji_core	192	伝	テン, デン	-づた.い, つた.う, つた.える, つた.わる, つだ.う, つて	TRUYỀN	truyền đạt	伝える（nói, truyền đạt）; 手伝い（giúp đỡ）; 伝統（truyền thống）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	伝える|つたえる|nói, truyền đạt\n手伝い|てつだい|giúp đỡ\n伝統|でんとう|truyền thống	kanji,n4,image-15-28	ready
N4-KANJI-0193	N4	n4_kanji_core	193	係	ケイ	かか.る, かかり	HỆ	liên quan, phụ trách	係（người phụ trách）; 関係（quan hệ, liên quan）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	係|かかり|người phụ trách\n関係|かんけい|quan hệ, liên quan	kanji,n4,image-15-28	ready
N4-KANJI-0194	N4	n4_kanji_core	194	借	シャク	か.りる	TÁ	mượn	借りる（mượn, vay）; 借金（tiền vay, khoản nợ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	借りる|かりる|mượn, vay\n借金|しゃっきん|tiền vay, khoản nợ	kanji,n4,image-15-28	ready
N4-KANJI-0195	N4	n4_kanji_core	195	事	ジ, ズ	こと, つか.う, つか.える	SỰ	việc	食事（bữa ăn）; 大事（quan trọng）; 用事（việc bận）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	食事|しょくじ|bữa ăn\n大事|だいじ|quan trọng\n用事|ようじ|việc bận	kanji,n4,image-15-28	ready
N4-KANJI-0196	N4	n4_kanji_core	196	才	サイ		TÀI	tài năng, tuổi	天才（thiên tài）; 才能（tài năng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	天才|てんさい|thiên tài\n才能|さいのう|tài năng	kanji,n4,image-15-28	ready
N4-KANJI-0197	N4	n4_kanji_core	197	行	アン, ギョウ, コウ	-い.き, -いき, -ゆ.き, -ゆき, い.く, おこ.なう, おこな.う, ゆ.く	HÀNH	đi	行く（đi）; 行う（thực hiện, tiến hành）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	行く|いく|đi\n行う|おこなう|thực hiện, tiến hành	kanji,n4,image-15-28	ready
N4-KANJI-0198	N4	n4_kanji_core	198	術	ジュツ	すべ	THUẬT	thuật, kỹ thuật	技術（kĩ thuật）; 芸術（nghệ thuật）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	技術|ぎじゅつ|kĩ thuật\n芸術|げいじゅつ|nghệ thuật	kanji,n4,image-15-28	ready
N4-KANJI-0199	N4	n4_kanji_core	199	技	ギ	わざ	KĨ	kỹ năng	技術（kĩ thuật）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	技術|ぎじゅつ|kĩ thuật	kanji,n4,image-15-28	ready
N4-KANJI-0200	N4	n4_kanji_core	200	枝	シ	えだ	CHI	cành	枝（cành, nhánh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	枝|えだ|cành, nhánh	kanji,n4,image-15-28	ready
N4-KANJI-0201	N4	n4_kanji_core	201	白	ハク, ビャク	しら-, しろ, しろ.い	BẠCH	trắng	白い（trắng）; 白（màu trắng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	白い|しろい|trắng\n白|しろ|màu trắng	kanji,n4,image-15-28	ready
N4-KANJI-0202	N4	n4_kanji_core	202	原	ゲン	はら	NGUYÊN	nguyên, cánh đồng	原因（nguyên nhân）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	原因|げんいん|nguyên nhân	kanji,n4,image-15-28	ready
N4-KANJI-0203	N4	n4_kanji_core	203	悲	ヒ	かな.しい, かな.しむ	BI	buồn	悲しい（buồn bã）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	悲しい|かなしい|buồn bã	kanji,n4,image-15-28	ready
N4-KANJI-0204	N4	n4_kanji_core	204	忘	ボウ	わす.れる	VONG	quên	忘れる（quên）; 忘年会（tiệc tất niên）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	忘れる|わすれる|quên\n忘年会|ぼうねんかい|tiệc tất niên	kanji,n4,image-15-28	ready
N4-KANJI-0205	N4	n4_kanji_core	205	意	イ		Ý	ý	意見（ý kiến）; 注意（chú ý）; 意味（ý nghĩa）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	意見|いけん|ý kiến\n注意|ちゅうい|chú ý\n意味|いみ|ý nghĩa	kanji,n4,image-15-28	ready
N4-KANJI-0206	N4	n4_kanji_core	206	割	カツ	さ.く, わ.り, わ.る, わ.れる, わり	CÁT	chia, vỡ	割合（tỉ lệ）; 割る（làm vỡ, đập trứng）; 割れる（bị vỡ, nứt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	割合|わりあい|tỉ lệ\n割る|わる|làm vỡ, đập trứng\n割れる|われる|bị vỡ, nứt	kanji,n4,image-15-28	ready
N4-KANJI-0207	N4	n4_kanji_core	207	則	ソク	すなわち, のっと.る, のり	TẮC	quy tắc	規則（quy tắc）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	規則|きそく|quy tắc	kanji,n4,image-15-28	ready
N4-KANJI-0208	N4	n4_kanji_core	208	別	ベツ	わ.ける, わか.れる	BIỆT	riêng, khác	別れる（chia tay, chia cách）; 別（riêng, khác）; 特別（đặc biệt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	別れる|わかれる|chia tay, chia cách\n別|べつ|riêng, khác\n特別|とくべつ|đặc biệt	kanji,n4,image-15-28	ready
N4-KANJI-0209	N4	n4_kanji_core	209	辛	シン	-づら.い, かのと, から.い, つら.い	TÂN	cay, vất vả	辛い（cay）; 辛い（đau khổ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	辛い|からい|cay\n辛い|つらい|đau khổ	kanji,n4,image-15-28	ready
N4-KANJI-0210	N4	n4_kanji_core	210	幸	コウ	さいわ.い, さち, しあわ.せ	HẠNH	hạnh phúc	幸せ（hạnh phúc）; 幸福（hạnh phúc）; 不幸（bất hạnh）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	幸せ|しあわせ|hạnh phúc\n幸福|côngふく|hạnh phúc\n不幸|ふこう|bất hạnh	kanji,n4,image-15-28	ready
N4-KANJI-0211	N4	n4_kanji_core	211	報	ホウ	むく.いる	BÁO	báo, tin	天気予報（dự báo thời tiết）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	天気予報|てんきよほう|dự báo thời tiết	kanji,n4,image-15-28	ready
N4-KANJI-0212	N4	n4_kanji_core	212	規	キ		QUY	quy định	規則（quy tắc）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	規則|きそく|quy tắc	kanji,n4,image-15-28	ready
N4-KANJI-0213	N4	n4_kanji_core	213	失	シツ	う.せる, うしな.う	THẤT	mất, thất bại	失う（mất, đánh mất）; 失敗（thất bại）; 失礼（thất lễ）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	失う|うしなう|mất, đánh mất\n失敗|しっぱい|thất bại\n失礼|しつれい|thất lễ	kanji,n4,image-15-28	ready
N4-KANJI-0214	N4	n4_kanji_core	214	難	ナン	-がた.い, -にく.い, かた.い, むずか.しい, むつか.しい, むづか.しい	NAN	khó	難しい（khó）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	難しい|むずかしい|khó	kanji,n4,image-15-28	ready
N4-KANJI-0215	N4	n4_kanji_core	215	反	タン, ハン, ホ, ホン	-かえ.る, かえ.す, かえ.る, そ.らす, そ.る	PHẢN	phản đối, ngược	反対（phản đối; ngược lại）; 反応（phản ứng）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	反対|はんたい|phản đối; ngược lại\n反応|はんのう|phản ứng	kanji,n4,image-15-28	ready
N4-KANJI-0216	N4	n4_kanji_core	216	坂	ハン	さか	PHẢN	dốc	坂（con dốc）; 坂道（con đường dốc）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	坂|さか|con dốc\n坂道|さかみち|con đường dốc	kanji,n4,image-15-28	ready
N4-KANJI-0217	N4	n4_kanji_core	217	席	セキ	むしろ	TỊCH	chỗ ngồi	席（chỗ ngồi）; 出席（tham gia, có mặt）; 欠席（vắng mặt）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	席|せき|chỗ ngồi\n出席|しゅっせき|tham gia, có mặt\n欠席|けっせき|vắng mặt	kanji,n4,image-15-28	ready
N4-KANJI-0218	N4	n4_kanji_core	218	布	フ, ホ	きれ, し.く, ぬの	BỐ	vải	布（vải）; 布団（chăn đệm）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	布|ぬの|vải\n布団|ふとん|chăn đệm	kanji,n4,image-15-28	ready
N4-KANJI-0219	N4	n4_kanji_core	219	以	イ	もっ.て	DĨ	lấy làm, từ	以外（ngoài ra; ngoại trừ）; 以上（trở lên, trên）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	以外|いがい|ngoài ra; ngoại trừ\n以上|いじょう|trở lên, trên	kanji,n4,image-15-28	ready
N4-KANJI-0220	N4	n4_kanji_core	220	似	ジ	に.る, ひ.る	TỰ	giống	似る（giống）; 似合う（hợp, phù hợp）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	似る|にる|giống\n似合う|にあう|hợp, phù hợp	kanji,n4,image-15-28	ready
N4-KANJI-0221	N4	n4_kanji_core	221	届	カイ	-とど.け, とど.く, とど.ける	GIỚI	đến nơi, giao	届ける（chuyển, gửi, đưa cho）; 届く（được gửi đến, tới）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	届ける|とどける|chuyển, gửi, đưa cho\n届く|toどく|được gửi đến, tới	kanji,n4,image-15-28	ready
N4-KANJI-0222	N4	n4_kanji_core	222	戻	レイ	もど.す, もど.る	LỆ	trở lại	戻る（trở về, trở lại）; 戻す（trở về, trở lại）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	戻る|もどる|trở về, trở lại\n戻す|もどす|trở về, trở lại	kanji,n4,image-15-28	ready
N4-KANJI-0223	N4	n4_kanji_core	223	負	フ	お.う, ま.かす, ま.ける	PHỤ	thua, mang	負ける（thua）; 負担（gánh vác）	Dữ liệu dựng lại từ ảnh N4 kanji 15-28; ví dụ chuẩn từ ảnh.	負ける|まける|thua\n負担|futan|gánh vác	kanji,n4,image-15-28	ready
